area_id,date,time_slice,passers_by,unique_passers_by
R013C004,2026-09-21,"[22:00,23:00)",2250,1704
R025C010,2026-09-21,"[23:00,00:00)",192,126
R006C007,2026-09-21,"[06:00,07:00)",10387,8513
R014C012,2026-09-21,"[22:00,23:00)",14600,12112
R020C007,2026-09-21,"[02:00,03:00)",731,325
R011C012,2026-09-21,"[09:00,10:00)",48941,39672
R010C011,2026-09-21,"[04:00,05:00)",4877,3519
R017C018,2026-09-21,"[03:00,04:00)",63,63
R013C015,2026-09-21,"[16:00,17:00)",20844,18758
R003C013,2026-09-21,"[18:00,19:00)",19132,16669
R014C009,2026-09-21,"[05:00,06:00)",1954,1702
R017C015,2026-09-21,"[07:00,08:00)",1784,1702
R021C005,2026-09-21,"[06:00,07:00)",920,623
R012C010,2026-09-21,"[02:00,03:00)",6642,3659
R012C005,2026-09-21,"[18:00,19:00)",29039,20060
R004C012,2026-09-21,"[16:00,17:00)",33232,27677
R017C004,2026-09-21,"[15:00,16:00)",2118,2059
R009C001,2026-09-21,"[14:00,15:00)",3168,3056
R014C019,2026-09-21,"[23:00,00:00)",1139,733
R011C019,2026-09-21,"[08:00,09:00)",4628,4454
R011C019,2026-09-21,"[06:00,07:00)",855,836
R016C015,2026-09-21,"[18:00,19:00)",646,610
R003C015,2026-09-21,"[13:00,14:00)",1251,824
R017C015,2026-09-21,"[14:00,15:00)",1481,1354
R017C017,2026-09-21,"[11:00,12:00)",2616,2298
R009C004,2026-09-21,"[22:00,23:00)",12268,10294
R010C006,2026-09-21,"[21:00,22:00)",29347,23938
R022C010,2026-09-21,"[02:00,03:00)",32,32
R017C005,2026-09-21,"[14:00,15:00)",1531,1134
R010C017,2026-09-21,"[02:00,03:00)",2388,1585
R020C005,2026-09-21,"[05:00,06:00)",2228,1646
R007C008,2026-09-21,"[12:00,13:00)",65702,52171
R011C019,2026-09-21,"[17:00,18:00)",4481,4253
R004C013,2026-09-21,"[08:00,09:00)",7092,5757
R003C009,2026-09-21,"[23:00,00:00)",107,107
R015C014,2026-09-21,"[04:00,05:00)",172,149
R008C015,2026-09-21,"[17:00,18:00)",19514,15882
R004C016,2026-09-21,"[21:00,22:00)",6389,5607
R010C013,2026-09-21,"[14:00,15:00)",45744,36214
R020C002,2026-09-21,"[05:00,06:00)",40,20
R017C018,2026-09-21,"[22:00,23:00)",924,854
R024C010,2026-09-21,"[12:00,13:00)",614,535
R003C012,2026-09-21,"[08:00,09:00)",28286,25445
R013C014,2026-09-21,"[21:00,22:00)",15727,12654
R008C015,2026-09-21,"[09:00,10:00)",19942,14306
R008C009,2026-09-21,"[16:00,17:00)",90804,72296
R015C002,2026-09-21,"[05:00,06:00)",247,202
R015C015,2026-09-21,"[22:00,23:00)",7871,6988
R016C018,2026-09-21,"[09:00,10:00)",22792,20622
R019C012,2026-09-21,"[14:00,15:00)",3920,2746
R008C003,2026-09-21,"[22:00,23:00)",13245,10638
R023C010,2026-09-21,"[11:00,12:00)",1033,830
R016C002,2026-09-21,"[12:00,13:00)",188,153
R010C004,2026-09-21,"[21:00,22:00)",11264,8702
R021C009,2026-09-21,"[13:00,14:00)",11029,8684
R017C005,2026-09-21,"[18:00,19:00)",1486,1253
R006C016,2026-09-21,"[19:00,20:00)",9475,8571
R009C016,2026-09-21,"[17:00,18:00)",32668,27807
R015C005,2026-09-21,"[20:00,21:00)",544,481
R005C017,2026-09-21,"[11:00,12:00)",7811,6096
R007C012,2026-09-21,"[23:00,00:00)",4502,3594
R015C009,2026-09-21,"[23:00,00:00)",634,426
R023C009,2026-09-21,"[03:00,04:00)",276,185
R015C020,2026-09-21,"[22:00,23:00)",781,643
R007C010,2026-09-21,"[04:00,05:00)",1224,978
R013C005,2026-09-21,"[10:00,11:00)",11862,8248
R016C011,2026-09-21,"[15:00,16:00)",20387,17272
R012C015,2026-09-21,"[02:00,03:00)",822,593
R003C012,2026-09-21,"[04:00,05:00)",1143,981
R022C011,2026-09-21,"[21:00,22:00)",2074,1852
R014C011,2026-09-21,"[07:00,08:00)",47292,39626
R010C017,2026-09-21,"[09:00,10:00)",40654,30284
R012C017,2026-09-21,"[15:00,16:00)",47115,33635
R020C008,2026-09-21,"[06:00,07:00)",7600,5679
R013C021,2026-09-21,"[14:00,15:00)",2118,1902
R016C002,2026-09-21,"[07:00,08:00)",108,108
R021C008,2026-09-21,"[09:00,10:00)",4186,3086
R015C014,2026-09-21,"[09:00,10:00)",7025,6826
R017C018,2026-09-21,"[12:00,13:00)",4083,3717
R004C009,2026-09-21,"[04:00,05:00)",52,52
R003C014,2026-09-21,"[06:00,07:00)",727,468
R008C005,2026-09-21,"[21:00,22:00)",25616,20832
R010C016,2026-09-21,"[21:00,22:00)",19066,14099
R004C016,2026-09-21,"[22:00,23:00)",3330,2934
R016C003,2026-09-21,"[03:00,04:00)",23,23
R003C014,2026-09-21,"[02:00,03:00)",54,45
R012C002,2026-09-21,"[05:00,06:00)",1468,1288
R016C007,2026-09-21,"[22:00,23:00)",860,756
R014C008,2026-09-21,"[06:00,07:00)",6164,4931
R007C016,2026-09-21,"[22:00,23:00)",487,452
R016C018,2026-09-21,"[05:00,06:00)",2763,2481
R011C009,2026-09-21,"[11:00,12:00)",175050,107768
R014C005,2026-09-21,"[03:00,04:00)",216,181
R007C009,2026-09-21,"[10:00,11:00)",57357,44113
R019C014,2026-09-21,"[02:00,03:00)",172,116
R024C006,2026-09-21,"[21:00,22:00)",274,175
R021C013,2026-09-21,"[22:00,23:00)",1370,900
R016C001,2026-09-21,"[14:00,15:00)",51,51
R017C019,2026-09-21,"[12:00,13:00)",14609,11802
R002C018,2026-09-21,"[19:00,20:00)",14001,11009
R016C004,2026-09-21,"[02:00,03:00)",198,103
R009C013,2026-09-21,"[22:00,23:00)",13223,11164
R013C005,2026-09-21,"[17:00,18:00)",14699,11344
R004C007,2026-09-21,"[16:00,17:00)",29399,23027
R018C016,2026-09-21,"[13:00,14:00)",1620,1452
R012C008,2026-09-21,"[14:00,15:00)",49785,38022
R004C009,2026-09-21,"[08:00,09:00)",1019,807
R009C017,2026-09-21,"[20:00,21:00)",12909,10501
R015C005,2026-09-21,"[04:00,05:00)",67,67
R022C005,2026-09-21,"[09:00,10:00)",52,52
R008C010,2026-09-21,"[02:00,03:00)",932,861
R011C001,2026-09-21,"[21:00,22:00)",13616,12284
R013C012,2026-09-21,"[17:00,18:00)",153225,113725
R016C012,2026-09-21,"[02:00,03:00)",492,337
R014C008,2026-09-21,"[05:00,06:00)",1179,893
R014C013,2026-09-21,"[05:00,06:00)",5764,4970
R005C014,2026-09-21,"[08:00,09:00)",20690,16935
R014C019,2026-09-21,"[16:00,17:00)",4883,3572
R012C013,2026-09-21,"[07:00,08:00)",69745,53195
R003C011,2026-09-21,"[04:00,05:00)",633,435
R012C010,2026-09-21,"[09:00,10:00)",148709,105543
R006C011,2026-09-21,"[19:00,20:00)",25079,20909
R024C010,2026-09-21,"[03:00,04:00)",40,20
R014C009,2026-09-21,"[11:00,12:00)",21644,15242
R022C004,2026-09-21,"[11:00,12:00)",20,20
R009C004,2026-09-21,"[08:00,09:00)",66523,55166
R008C008,2026-09-21,"[06:00,07:00)",16504,14954
R003C007,2026-09-21,"[20:00,21:00)",7702,7155
R014C010,2026-09-21,"[15:00,16:00)",46530,34506
R012C017,2026-09-21,"[14:00,15:00)",43263,29938
R013C006,2026-09-21,"[19:00,20:00)",12964,9268
R019C004,2026-09-21,"[05:00,06:00)",1203,766
R020C015,2026-09-21,"[13:00,14:00)",144,144
R001C020,2026-09-21,"[19:00,20:00)",10860,10088
R012C013,2026-09-21,"[11:00,12:00)",52984,38027
R019C003,2026-09-21,"[03:00,04:00)",94,47
R011C001,2026-09-21,"[12:00,13:00)",30138,25955
R012C019,2026-09-21,"[03:00,04:00)",269,269
R013C019,2026-09-21,"[05:00,06:00)",206,170
R007C017,2026-09-21,"[08:00,09:00)",8661,6899
R021C005,2026-09-21,"[13:00,14:00)",1019,763
R015C004,2026-09-21,"[04:00,05:00)",431,304
R009C018,2026-09-21,"[15:00,16:00)",6762,5840
R017C016,2026-09-21,"[06:00,07:00)",1781,1331
R008C009,2026-09-21,"[10:00,11:00)",66292,51969
R010C007,2026-09-21,"[14:00,15:00)",99192,78936
R009C005,2026-09-21,"[12:00,13:00)",67160,44456
R014C010,2026-09-21,"[18:00,19:00)",43343,34030
R006C007,2026-09-21,"[05:00,06:00)",2187,1847
R011C002,2026-09-21,"[12:00,13:00)",35320,26116
R013C003,2026-09-21,"[09:00,10:00)",8176,6687
R018C001,2026-09-21,"[18:00,19:00)",611,426
R007C014,2026-09-21,"[21:00,22:00)",16447,13838
R009C012,2026-09-21,"[02:00,03:00)",2533,1857
R020C002,2026-09-21,"[04:00,05:00)",20,20
R005C016,2026-09-21,"[16:00,17:00)",28654,24414
R005C015,2026-09-21,"[10:00,11:00)",24315,16933
R019C003,2026-09-21,"[08:00,09:00)",1773,1616
R016C018,2026-09-21,"[17:00,18:00)",32425,29144
R014C004,2026-09-21,"[09:00,10:00)",6089,4700
R016C004,2026-09-21,"[14:00,15:00)",3703,2776
R010C013,2026-09-21,"[21:00,22:00)",16018,13472
R019C004,2026-09-21,"[19:00,20:00)",4343,2928
R019C011,2026-09-21,"[11:00,12:00)",18541,12777
R009C003,2026-09-21,"[20:00,21:00)",26128,23161
R018C009,2026-09-21,"[09:00,10:00)",7701,5441
R020C006,2026-09-21,"[17:00,18:00)",8440,6235
R014C015,2026-09-21,"[15:00,16:00)",55656,40569
R008C004,2026-09-21,"[10:00,11:00)",72008,51927
R021C012,2026-09-21,"[13:00,14:00)",1606,1415
R015C000,2026-09-21,"[22:00,23:00)",24,24
R016C008,2026-09-21,"[03:00,04:00)",280,173
R017C011,2026-09-21,"[03:00,04:00)",214,182
R025C007,2026-09-21,"[19:00,20:00)",120,60
R018C000,2026-09-21,"[21:00,22:00)",44,32
R016C004,2026-09-21,"[15:00,16:00)",3769,3111
R011C007,2026-09-21,"[10:00,11:00)",71666,54420
R023C004,2026-09-21,"[13:00,14:00)",28,28
R017C012,2026-09-21,"[19:00,20:00)",8189,5514
R012C017,2026-09-21,"[12:00,13:00)",38178,26265
R009C003,2026-09-21,"[16:00,17:00)",58742,51704
R009C014,2026-09-21,"[08:00,09:00)",99626,79778
R011C015,2026-09-21,"[02:00,03:00)",1603,937
R016C020,2026-09-21,"[11:00,12:00)",25838,19633
R013C013,2026-09-21,"[14:00,15:00)",73709,56574
R016C015,2026-09-21,"[12:00,13:00)",503,419
R012C019,2026-09-21,"[06:00,07:00)",1624,1616
R017C017,2026-09-21,"[17:00,18:00)",3934,3706
R014C002,2026-09-21,"[23:00,00:00)",695,459
R003C012,2026-09-21,"[05:00,06:00)",2428,2156
R012C018,2026-09-21,"[08:00,09:00)",27136,22196
R015C002,2026-09-21,"[03:00,04:00)",125,94
R019C012,2026-09-21,"[13:00,14:00)",3593,2572
R014C018,2026-09-21,"[15:00,16:00)",27870,21842
R015C004,2026-09-21,"[06:00,07:00)",2972,2237
R019C003,2026-09-21,"[18:00,19:00)",1288,1058
R025C009,2026-09-21,"[18:00,19:00)",2307,1731
R021C007,2026-09-21,"[11:00,12:00)",1237,906
R015C008,2026-09-21,"[17:00,18:00)",3954,3391
R022C006,2026-09-21,"[17:00,18:00)",4261,2968
R018C013,2026-09-21,"[07:00,08:00)",1092,1003
R008C007,2026-09-21,"[04:00,05:00)",3973,3187
R003C015,2026-09-21,"[18:00,19:00)",1590,1181
R019C013,2026-09-21,"[20:00,21:00)",503,471
R015C001,2026-09-21,"[13:00,14:00)",567,451
R023C007,2026-09-21,"[23:00,00:00)",236,165
R014C021,2026-09-21,"[22:00,23:00)",457,417
R005C011,2026-09-21,"[06:00,07:00)",13203,11319
R007C013,2026-09-21,"[02:00,03:00)",2236,1726
R019C001,2026-09-21,"[04:00,05:00)",20,20
R016C012,2026-09-21,"[15:00,16:00)",24635,18885
R018C011,2026-09-21,"[05:00,06:00)",790,746
R025C007,2026-09-21,"[07:00,08:00)",100,100
R015C008,2026-09-21,"[22:00,23:00)",896,761
R009C010,2026-09-21,"[19:00,20:00)",82783,63278
R015C003,2026-09-21,"[05:00,06:00)",172,137
R023C009,2026-09-21,"[15:00,16:00)",6722,5210
R011C009,2026-09-21,"[06:00,07:00)",39319,31356
R018C009,2026-09-21,"[08:00,09:00)",9171,6000
R004C015,2026-09-21,"[05:00,06:00)",886,528
R023C008,2026-09-21,"[19:00,20:00)",3491,2786
R014C013,2026-09-21,"[13:00,14:00)",53302,43044
R015C017,2026-09-21,"[16:00,17:00)",59006,44907
R018C012,2026-09-21,"[02:00,03:00)",202,95
R016C016,2026-09-21,"[19:00,20:00)",3805,3002
R018C009,2026-09-21,"[13:00,14:00)",6511,3856
R009C013,2026-09-21,"[18:00,19:00)",70069,59021
R012C017,2026-09-21,"[08:00,09:00)",60062,43308
R003C019,2026-09-21,"[20:00,21:00)",2167,2147
R020C010,2026-09-21,"[09:00,10:00)",22518,16599
R006C012,2026-09-21,"[04:00,05:00)",1049,966
R013C009,2026-09-21,"[10:00,11:00)",31447,22027
R007C015,2026-09-21,"[21:00,22:00)",6762,5564
R017C004,2026-09-21,"[10:00,11:00)",1702,1656
R017C003,2026-09-21,"[20:00,21:00)",217,205
R014C002,2026-09-21,"[15:00,16:00)",3503,2513
R022C009,2026-09-21,"[22:00,23:00)",2653,1930
R014C008,2026-09-21,"[23:00,00:00)",1130,771
R013C014,2026-09-21,"[14:00,15:00)",37536,29742
R015C019,2026-09-21,"[21:00,22:00)",5076,4721
R019C008,2026-09-21,"[02:00,03:00)",174,103
R008C018,2026-09-21,"[22:00,23:00)",1576,1028
R004C007,2026-09-21,"[12:00,13:00)",21236,15361
R017C017,2026-09-21,"[04:00,05:00)",101,101
R008C015,2026-09-21,"[23:00,00:00)",1952,1668
R019C011,2026-09-21,"[21:00,22:00)",10813,7596
R005C006,2026-09-21,"[05:00,06:00)",699,563
R009C007,2026-09-21,"[20:00,21:00)",34703,26105
R012C007,2026-09-21,"[09:00,10:00)",36746,24801
R006C016,2026-09-21,"[13:00,14:00)",12554,10770
R007C014,2026-09-21,"[17:00,18:00)",56895,47603
R012C006,2026-09-21,"[14:00,15:00)",26244,18939
R016C007,2026-09-21,"[15:00,16:00)",3993,3511
R016C007,2026-09-21,"[08:00,09:00)",3597,3321
R007C012,2026-09-21,"[21:00,22:00)",13131,10861
R020C012,2026-09-21,"[09:00,10:00)",2852,2059
R011C000,2026-09-21,"[03:00,04:00)",1274,1159
R005C017,2026-09-21,"[13:00,14:00)",8965,6880
R013C022,2026-09-21,"[23:00,00:00)",591,493
R006C008,2026-09-21,"[22:00,23:00)",9409,6851
R010C001,2026-09-21,"[18:00,19:00)",21210,19550
R021C009,2026-09-21,"[05:00,06:00)",1813,1530
R013C006,2026-09-21,"[15:00,16:00)",18094,12743
R008C013,2026-09-21,"[20:00,21:00)",71281,52200
R020C013,2026-09-21,"[11:00,12:00)",2188,1824
R011C000,2026-09-21,"[18:00,19:00)",34373,33003
R020C015,2026-09-21,"[07:00,08:00)",130,130
R015C011,2026-09-21,"[04:00,05:00)",513,398
R019C014,2026-09-21,"[04:00,05:00)",147,127
R010C004,2026-09-21,"[02:00,03:00)",1041,647
R011C016,2026-09-21,"[23:00,00:00)",3413,2463
R015C006,2026-09-21,"[10:00,11:00)",886,838
R009C004,2026-09-21,"[18:00,19:00)",53669,43534
R012C018,2026-09-21,"[02:00,03:00)",859,756
R014C008,2026-09-21,"[22:00,23:00)",1628,1054
R006C011,2026-09-21,"[21:00,22:00)",11380,10072
R011C003,2026-09-21,"[13:00,14:00)",22033,16025
R013C006,2026-09-21,"[09:00,10:00)",15937,12128
R011C000,2026-09-21,"[17:00,18:00)",45316,43603
R020C011,2026-09-21,"[03:00,04:00)",587,449
R013C011,2026-09-21,"[11:00,12:00)",77322,57913
R016C010,2026-09-21,"[03:00,04:00)",994,725
R020C013,2026-09-21,"[03:00,04:00)",142,83
R011C005,2026-09-21,"[19:00,20:00)",36617,25969
R016C019,2026-09-21,"[11:00,12:00)",30837,24707
R010C009,2026-09-21,"[10:00,11:00)",163161,108334
R025C008,2026-09-21,"[19:00,20:00)",1061,669
R013C019,2026-09-21,"[03:00,04:00)",198,162
R011C019,2026-09-21,"[22:00,23:00)",343,326
R014C012,2026-09-21,"[07:00,08:00)",74730,60920
R014C014,2026-09-21,"[10:00,11:00)",43725,33557
R011C011,2026-09-21,"[11:00,12:00)",93408,67898
R013C022,2026-09-21,"[17:00,18:00)",8387,6791
R007C015,2026-09-21,"[07:00,08:00)",27730,23614
R020C008,2026-09-21,"[19:00,20:00)",13363,8246
R021C005,2026-09-21,"[11:00,12:00)",967,631
R016C001,2026-09-21,"[08:00,09:00)",42,42
R012C002,2026-09-21,"[12:00,13:00)",12468,9651
R017C016,2026-09-21,"[16:00,17:00)",3897,3159
R012C001,2026-09-21,"[23:00,00:00)",1176,1018
R019C006,2026-09-21,"[07:00,08:00)",9321,6997
R012C013,2026-09-21,"[23:00,00:00)",8430,6666
R015C002,2026-09-21,"[09:00,10:00)",2765,2133
R008C014,2026-09-21,"[03:00,04:00)",2437,2160
R017C008,2026-09-21,"[22:00,23:00)",471,397
R005C008,2026-09-21,"[18:00,19:00)",27079,20634
R012C007,2026-09-21,"[05:00,06:00)",3688,2776
R020C007,2026-09-21,"[06:00,07:00)",3586,2456
R016C014,2026-09-21,"[19:00,20:00)",930,898
R011C010,2026-09-21,"[14:00,15:00)",261876,157071
R009C010,2026-09-21,"[15:00,16:00)",114148,87536
R015C010,2026-09-21,"[09:00,10:00)",30631,22715
R003C013,2026-09-21,"[12:00,13:00)",13902,11556
R018C016,2026-09-21,"[22:00,23:00)",498,347
R020C013,2026-09-21,"[12:00,13:00)",2295,1837
R010C007,2026-09-21,"[23:00,00:00)",14432,12109
R005C015,2026-09-21,"[04:00,05:00)",1756,1187
R015C012,2026-09-21,"[05:00,06:00)",2254,1955
R014C015,2026-09-21,"[18:00,19:00)",59796,42968
R015C003,2026-09-21,"[10:00,11:00)",1504,1388
R005C017,2026-09-21,"[12:00,13:00)",8913,6702
R018C015,2026-09-21,"[16:00,17:00)",4728,3705
R006C015,2026-09-21,"[20:00,21:00)",16584,13322
R006C006,2026-09-21,"[14:00,15:00)",13244,9824
R023C010,2026-09-21,"[14:00,15:00)",916,845
R018C009,2026-09-21,"[21:00,22:00)",1651,1140
R017C009,2026-09-21,"[06:00,07:00)",3210,2483
R017C006,2026-09-21,"[19:00,20:00)",780,713
R018C006,2026-09-21,"[15:00,16:00)",5357,4115
R005C017,2026-09-21,"[05:00,06:00)",1125,829
R007C006,2026-09-21,"[03:00,04:00)",922,595
R007C012,2026-09-21,"[04:00,05:00)",1829,1420
R017C019,2026-09-21,"[05:00,06:00)",1680,1350
R007C011,2026-09-21,"[12:00,13:00)",14122,9956
R023C004,2026-09-21,"[05:00,06:00)",20,20
R018C008,2026-09-21,"[22:00,23:00)",658,501
R011C014,2026-09-21,"[10:00,11:00)",46026,34683
R015C016,2026-09-21,"[21:00,22:00)",17102,13519
R011C016,2026-09-21,"[15:00,16:00)",27655,20273
R022C010,2026-09-21,"[06:00,07:00)",2085,2073
R015C007,2026-09-21,"[14:00,15:00)",4226,3764
R019C007,2026-09-21,"[20:00,21:00)",2983,1956
R021C014,2026-09-21,"[12:00,13:00)",1183,913
R016C007,2026-09-21,"[21:00,22:00)",1843,1600
R006C008,2026-09-21,"[21:00,22:00)",16693,12655
R009C017,2026-09-21,"[02:00,03:00)",869,650
R010C012,2026-09-21,"[20:00,21:00)",21432,18550
R007C005,2026-09-21,"[07:00,08:00)",19120,14941
R017C010,2026-09-21,"[22:00,23:00)",5187,4092
R015C001,2026-09-21,"[22:00,23:00)",197,165
R014C009,2026-09-21,"[07:00,08:00)",22976,18677
R016C006,2026-09-21,"[19:00,20:00)",636,568
R006C006,2026-09-21,"[02:00,03:00)",634,359
R009C017,2026-09-21,"[05:00,06:00)",2341,1916
R020C009,2026-09-21,"[21:00,22:00)",7627,5249
R007C005,2026-09-21,"[17:00,18:00)",31734,22331
R016C003,2026-09-21,"[08:00,09:00)",569,557
R009C018,2026-09-21,"[22:00,23:00)",1348,1144
R009C015,2026-09-21,"[14:00,15:00)",47390,36048
R020C013,2026-09-21,"[15:00,16:00)",2480,1974
R013C011,2026-09-21,"[03:00,04:00)",2942,2150
R021C002,2026-09-21,"[09:00,10:00)",20,20
R020C003,2026-09-21,"[15:00,16:00)",302,274
R007C017,2026-09-21,"[02:00,03:00)",313,238
R015C015,2026-09-21,"[13:00,14:00)",35185,26368
R013C003,2026-09-21,"[20:00,21:00)",6360,5058
R014C005,2026-09-21,"[21:00,22:00)",1151,992
R005C014,2026-09-21,"[09:00,10:00)",16442,12356
R020C007,2026-09-21,"[18:00,19:00)",3389,2161
R024C006,2026-09-21,"[22:00,23:00)",278,163
R011C008,2026-09-21,"[06:00,07:00)",28244,23655
R017C010,2026-09-21,"[15:00,16:00)",23419,19561
R017C017,2026-09-21,"[05:00,06:00)",292,257
R014C009,2026-09-21,"[03:00,04:00)",375,281
R023C006,2026-09-21,"[12:00,13:00)",1719,1117
R015C017,2026-09-21,"[11:00,12:00)",38685,29480
R015C001,2026-09-21,"[03:00,04:00)",36,36
R014C020,2026-09-21,"[12:00,13:00)",985,732
R016C012,2026-09-21,"[22:00,23:00)",5621,4448
R006C008,2026-09-21,"[08:00,09:00)",44880,34251
R015C015,2026-09-21,"[05:00,06:00)",3484,2996
R013C004,2026-09-21,"[03:00,04:00)",453,358
R003C011,2026-09-21,"[14:00,15:00)",9441,7171
R001C020,2026-09-21,"[09:00,10:00)",13203,11944
R005C011,2026-09-21,"[19:00,20:00)",29731,23086
R016C014,2026-09-21,"[22:00,23:00)",133,121
R013C015,2026-09-21,"[04:00,05:00)",469,421
R011C012,2026-09-21,"[20:00,21:00)",34316,28130
R024C005,2026-09-21,"[14:00,15:00)",68,68
R014C018,2026-09-21,"[11:00,12:00)",19853,15283
R005C013,2026-09-21,"[15:00,16:00)",3447,2872
R003C012,2026-09-21,"[17:00,18:00)",30738,27811
R019C015,2026-09-21,"[21:00,22:00)",725,637
R009C007,2026-09-21,"[10:00,11:00)",52480,37984
R014C020,2026-09-21,"[18:00,19:00)",1404,1033
R001C021,2026-09-21,"[09:00,10:00)",19355,16970
R017C006,2026-09-21,"[10:00,11:00)",1041,1012
R009C002,2026-09-21,"[11:00,12:00)",23154,20299
R003C019,2026-09-21,"[13:00,14:00)",2943,2935
R006C015,2026-09-21,"[04:00,05:00)",1935,1378
R021C007,2026-09-21,"[17:00,18:00)",3071,2737
R008C015,2026-09-21,"[22:00,23:00)",2861,2288
R016C007,2026-09-21,"[03:00,04:00)",71,59
R009C006,2026-09-21,"[16:00,17:00)",68800,57409
R018C009,2026-09-21,"[18:00,19:00)",4214,3205
R011C019,2026-09-21,"[10:00,11:00)",1853,1755
R024C005,2026-09-21,"[18:00,19:00)",77,65
R015C019,2026-09-21,"[16:00,17:00)",15094,14180
R022C013,2026-09-21,"[14:00,15:00)",2359,2126
R018C009,2026-09-21,"[22:00,23:00)",1139,825
R013C010,2026-09-21,"[05:00,06:00)",3401,2659
R011C010,2026-09-21,"[20:00,21:00)",153738,99461
R016C018,2026-09-21,"[15:00,16:00)",25201,23015
R014C012,2026-09-21,"[20:00,21:00)",34429,28009
R017C003,2026-09-21,"[23:00,00:00)",12,12
R023C010,2026-09-21,"[17:00,18:00)",1579,1480
R007C016,2026-09-21,"[12:00,13:00)",5721,4345
R025C009,2026-09-21,"[02:00,03:00)",59,47
R013C006,2026-09-21,"[22:00,23:00)",4926,3328
R012C010,2026-09-21,"[21:00,22:00)",68289,48980
R009C008,2026-09-21,"[21:00,22:00)",21793,18042
R025C010,2026-09-21,"[22:00,23:00)",535,378
R007C013,2026-09-21,"[18:00,19:00)",66144,53495
R004C009,2026-09-21,"[22:00,23:00)",281,223
R010C006,2026-09-21,"[19:00,20:00)",55813,44500
R014C009,2026-09-21,"[09:00,10:00)",26666,20063
R016C003,2026-09-21,"[15:00,16:00)",325,314
R022C013,2026-09-21,"[22:00,23:00)",643,454
R008C011,2026-09-21,"[10:00,11:00)",14650,13813
R012C020,2026-09-21,"[17:00,18:00)",5660,5499
R015C018,2026-09-21,"[20:00,21:00)",14652,13059
R008C009,2026-09-21,"[22:00,23:00)",15282,12704
R025C007,2026-09-21,"[21:00,22:00)",152,72
R011C012,2026-09-21,"[06:00,07:00)",18581,15158
R011C004,2026-09-21,"[03:00,04:00)",774,521
R007C012,2026-09-21,"[08:00,09:00)",50699,42895
R022C011,2026-09-21,"[11:00,12:00)",3983,3653
R014C018,2026-09-21,"[14:00,15:00)",25937,19181
R015C021,2026-09-21,"[20:00,21:00)",7240,5675
R010C014,2026-09-21,"[18:00,19:00)",65814,48803
R019C003,2026-09-21,"[05:00,06:00)",199,167
R018C003,2026-09-21,"[12:00,13:00)",403,364
R018C005,2026-09-21,"[03:00,04:00)",105,81
R010C014,2026-09-21,"[19:00,20:00)",47390,35061
R017C005,2026-09-21,"[05:00,06:00)",493,381
R017C007,2026-09-21,"[11:00,12:00)",4824,4007
R023C004,2026-09-21,"[16:00,17:00)",361,361
R005C011,2026-09-21,"[09:00,10:00)",33168,26589
R017C004,2026-09-21,"[11:00,12:00)",1584,1533
R023C005,2026-09-21,"[07:00,08:00)",72,72
R008C005,2026-09-21,"[19:00,20:00)",54294,40725
R012C002,2026-09-21,"[10:00,11:00)",11280,8895
R010C016,2026-09-21,"[10:00,11:00)",31516,23978
R014C007,2026-09-21,"[08:00,09:00)",8093,6088
R016C000,2026-09-21,"[20:00,21:00)",86,62
R014C011,2026-09-21,"[16:00,17:00)",54764,43626
R009C017,2026-09-21,"[04:00,05:00)",1236,972
R009C011,2026-09-21,"[16:00,17:00)",115587,91688
R019C010,2026-09-21,"[14:00,15:00)",22468,16431
R014C016,2026-09-21,"[04:00,05:00)",790,723
R020C003,2026-09-21,"[07:00,08:00)",414,414
R003C016,2026-09-21,"[17:00,18:00)",3136,2628
R019C002,2026-09-21,"[12:00,13:00)",966,630
R007C006,2026-09-21,"[18:00,19:00)",27316,20622
R013C009,2026-09-21,"[22:00,23:00)",7622,5825
R011C017,2026-09-21,"[22:00,23:00)",7664,6144
R016C011,2026-09-21,"[21:00,22:00)",8495,7196
R012C008,2026-09-21,"[17:00,18:00)",63893,50242
R020C008,2026-09-21,"[22:00,23:00)",3776,2580
R014C017,2026-09-21,"[06:00,07:00)",8234,6965
R004C009,2026-09-21,"[23:00,00:00)",164,140
R001C021,2026-09-21,"[20:00,21:00)",12156,10482
R019C008,2026-09-21,"[23:00,00:00)",336,265
R009C011,2026-09-21,"[14:00,15:00)",97602,75964
R020C002,2026-09-21,"[03:00,04:00)",20,20
R012C007,2026-09-21,"[12:00,13:00)",30780,21827
R008C008,2026-09-21,"[23:00,00:00)",5953,5101
R008C017,2026-09-21,"[21:00,22:00)",470,453
R009C017,2026-09-21,"[23:00,00:00)",2365,1980
R020C008,2026-09-21,"[09:00,10:00)",11863,7871
R015C006,2026-09-21,"[07:00,08:00)",984,984
R021C010,2026-09-21,"[16:00,17:00)",13007,11303
R016C010,2026-09-21,"[02:00,03:00)",1327,689
R006C016,2026-09-21,"[16:00,17:00)",15902,14584
R022C009,2026-09-21,"[14:00,15:00)",8978,6439
R003C017,2026-09-21,"[16:00,17:00)",18646,16379
R018C005,2026-09-21,"[09:00,10:00)",1791,1435
R010C014,2026-09-21,"[02:00,03:00)",2719,1522
